	Ticker Symbol	Years	Period Ending	Period Ending Year	Total Revenue	Cost of Goods Sold	 Sales, General and Admin. 	Research and Development	Other Operating Items	GICS Sector	GICS Sub Industry	Gross Margin 1-(COGS/Total revenue)	Operating Margin [Operating profit or Income/Total revenue]	Operating profit [Gross profit - Total operatign expenses]	Gross profit [Total revenue - COGS]
578	ETFC	Year 3	12/31/2014	2014	$1,665,000,000	$0	$958,000,000	$0	$136,000,000	Financials	Investment Banking & Brokerage	1.00	0.34	$571,000,000	$1,665,000,000
579	ETFC	Year 4	12/31/2015	2015	$1,403,000,000	$0	$1,048,000,000	$0	$61,000,000	Financials	Investment Banking & Brokerage	1.00	0.21	$294,000,000	$1,403,000,000
580	ETN	Year 1	12/31/2012	2012	$16,311,000,000	$11,448,000,000	$2,894,000,000	$439,000,000	$0	Industrials	Industrial Conglomerates	0.30	0.09	$1,530,000,000	$4,863,000,000
581	ETN	Year 2	12/31/2013	2013	$22,046,000,000	$15,369,000,000	$3,886,000,000	$644,000,000	$0	Industrials	Industrial Conglomerates	0.30	0.10	$2,147,000,000	$6,677,000,000
582	ETN	Year 3	12/31/2014	2014	$22,552,000,000	$15,646,000,000	$3,810,000,000	$647,000,000	$0	Industrials	Industrial Conglomerates	0.31	0.11	$2,449,000,000	$6,906,000,000
583	ETN	Year 4	12/31/2015	2015	$20,855,000,000	$14,292,000,000	$3,596,000,000	$625,000,000	$0	Industrials	Industrial Conglomerates	0.31	0.11	$2,342,000,000	$6,563,000,000
584	ETR	Year 1	12/31/2012	2012	$10,302,079,000	$6,583,627,000	$917,162,000	$0	$1,144,585,000	Utilities	Electric Utilities	0.36	0.16	$1,656,705,000	$3,718,452,000
585	ETR	Year 2	12/31/2013	2013	$11,390,947,000	$7,588,885,000	$888,051,000	$0	$1,261,044,000	Utilities	Electric Utilities	0.33	0.15	$1,652,967,000	$3,802,062,000
586	ETR	Year 3	12/31/2014	2014	$12,494,921,000	$8,126,187,000	$863,455,000	$0	$1,318,638,000	Utilities	Electric Utilities	0.35	0.18	$2,186,641,000	$4,368,734,000
587	ETR	Year 4	12/31/2015	2015	$11,513,251,000	$7,449,273,000	$1,074,998,000	$0	$1,337,276,000	Utilities	Electric Utilities	0.35	0.14	$1,651,704,000	$4,063,978,000
588	EW	Year 1	12/31/2012	2012	$1,899,600,000	$491,000,000	$697,400,000	$291,300,000	$0	Health Care	Health Care Equipment	0.74	0.22	$419,900,000	$1,408,600,000
589	EW	Year 2	12/31/2013	2013	$2,045,500,000	$516,600,000	$749,700,000	$323,000,000	$0	Health Care	Health Care Equipment	0.75	0.22	$456,200,000	$1,528,900,000
590	EW	Year 3	12/31/2014	2014	$2,322,900,000	$625,600,000	$928,700,000	$346,500,000	$0	Health Care	Health Care Equipment	0.73	0.18	$422,100,000	$1,697,300,000
591	EW	Year 4	12/31/2015	2015	$2,493,700,000	$617,200,000	$850,700,000	$383,100,000	$0	Health Care	Health Care Equipment	0.75	0.26	$642,700,000	$1,876,500,000
592	EXC	Year 1	12/31/2013	2013	$24,888,000,000	$17,994,000,000	$1,095,000,000	$0	$2,153,000,000	Utilities	MultiUtilities	0.28	0.15	$3,646,000,000	$6,894,000,000
593	EXC	Year 2	12/31/2014	2014	$27,429,000,000	$21,571,000,000	$1,154,000,000	$0	$2,314,000,000	Utilities	MultiUtilities	0.21	0.09	$2,390,000,000	$5,858,000,000
594	EXC	Year 3	12/31/2015	2015	$29,447,000,000	$21,406,000,000	$1,200,000,000	$0	$2,450,000,000	Utilities	MultiUtilities	0.27	0.15	$4,391,000,000	$8,041,000,000
595	EXC	Year 4	12/31/2016	2016	$31,360,000,000	$22,688,000,000	$1,576,000,000	$0	$3,936,000,000	Utilities	MultiUtilities	0.28	0.10	$3,160,000,000	$8,672,000,000
596	EXPD	Year 1	12/31/2012	2012	$5,992,215,000	$4,156,845,000	$1,264,632,000	$0	$39,940,000	Industrials	Air Freight & Logistics	0.31	0.09	$530,798,000	$1,835,370,000
597	EXPD	Year 2	12/31/2013	2013	$6,080,257,000	$4,197,404,000	$1,282,709,000	$0	$48,071,000	Industrials	Air Freight & Logistics	0.31	0.09	$552,073,000	$1,882,853,000
598	EXPD	Year 3	12/31/2014	2014	$6,564,721,000	$4,583,294,000	$1,337,487,000	$0	$49,292,000	Industrials	Air Freight & Logistics	0.30	0.09	$594,648,000	$1,981,427,000
599	EXPD	Year 4	12/31/2015	2015	$6,616,632,000	$4,428,855,000	$1,420,281,000	$0	$46,012,000	Industrials	Air Freight & Logistics	0.33	0.11	$721,484,000	$2,187,777,000
600	EXPE	Year 1	12/31/2013	2013	$4,771,259,000	$1,038,034,000	$3,151,043,000	$0	$71,731,000	Consumer Discretionary	Internet & Direct Marketing Retail	0.78	0.11	$510,451,000	$3,733,225,000
601	EXPE	Year 2	12/31/2014	2014	$5,763,485,000	$1,179,081,000	$3,919,856,000	$0	$76,773,000	Consumer Discretionary	Internet & Direct Marketing Retail	0.80	0.10	$587,775,000	$4,584,404,000
602	EXPE	Year 3	12/31/2015	2015	$6,672,317,000	$1,309,559,000	$4,785,243,000	$0	$156,458,000	Consumer Discretionary	Internet & Direct Marketing Retail	0.80	0.06	$421,057,000	$5,362,758,000
603	EXPE	Year 4	12/31/2016	2016	$8,773,564,000	$1,596,698,000	$6,280,728,000	$0	$317,141,000	Consumer Discretionary	Internet & Direct Marketing Retail	0.82	0.07	$578,997,000	$7,176,866,000
604	EXR	Year 1	12/31/2012	2012	$409,396,000	$114,028,000	$58,323,000	$0	$74,453,000	Real Estate	Specialized REITs	0.72	0.40	$162,592,000	$295,368,000
605	EXR	Year 2	12/31/2013	2013	$520,613,000	$140,012,000	$63,268,000	$0	$95,232,000	Real Estate	Specialized REITs	0.73	0.43	$222,101,000	$380,601,000
606	EXR	Year 3	12/31/2014	2014	$647,155,000	$172,416,000	$71,369,000	$0	$115,076,000	Real Estate	Specialized REITs	0.73	0.45	$288,294,000	$474,739,000
607	EXR	Year 4	12/31/2015	2015	$782,270,000	$203,965,000	$80,791,000	$0	$133,457,000	Real Estate	Specialized REITs	0.74	0.47	$364,057,000	$578,305,000
608	F	Year 1	12/31/2013	2013	$146,917,000,000	$123,050,000,000	$10,850,000,000	$0	$0	Consumer Discretionary	Automobile Manufacturers	0.16	0.09	$13,017,000,000	$23,867,000,000
609	F	Year 2	12/31/2014	2014	$144,077,000,000	$131,903,000,000	$11,842,000,000	$0	$0	Consumer Discretionary	Automobile Manufacturers	0.08	0.00	$332,000,000	$12,174,000,000
610	F	Year 3	12/31/2015	2015	$149,558,000,000	$131,409,000,000	$10,502,000,000	$0	$0	Consumer Discretionary	Automobile Manufacturers	0.12	0.05	$7,647,000,000	$18,149,000,000
611	F	Year 4	12/31/2016	2016	$151,800,000,000	$135,488,000,000	$12,196,000,000	$0	$0	Consumer Discretionary	Automobile Manufacturers	0.11	0.03	$4,116,000,000	$16,312,000,000
612	FAST	Year 1	12/31/2013	2013	$3,326,106,000	$1,606,661,000	$1,007,431,000	$0	$0	Industrials	Building Products	0.52	0.21	$712,014,000	$1,719,445,000
613	FAST	Year 2	12/31/2014	2014	$3,733,507,000	$1,836,105,000	$1,110,776,000	$0	$0	Industrials	Building Products	0.51	0.21	$786,626,000	$1,897,402,000
614	FAST	Year 3	12/31/2015	2015	$3,869,187,000	$1,920,253,000	$1,121,590,000	$0	$0	Industrials	Building Products	0.50	0.21	$827,344,000	$1,948,934,000
615	FAST	Year 4	12/31/2016	2016	$3,962,036,000	$1,997,259,000	$1,169,470,000	$0	$0	Industrials	Building Products	0.50	0.20	$795,307,000	$1,964,777,000
616	FB	Year 1	12/31/2013	2013	$7,872,000,000	$1,875,000,000	$1,778,000,000	$1,415,000,000	$0	Information Technology	Internet Software & Services	0.76	0.36	$2,804,000,000	$5,997,000,000
617	FB	Year 2	12/31/2014	2014	$12,466,000,000	$2,153,000,000	$2,653,000,000	$2,666,000,000	$0	Information Technology	Internet Software & Services	0.83	0.40	$4,994,000,000	$10,313,000,000
618	FB	Year 3	12/31/2015	2015	$17,928,000,000	$2,867,000,000	$4,020,000,000	$4,816,000,000	$0	Information Technology	Internet Software & Services	0.84	0.35	$6,225,000,000	$15,061,000,000
619	FB	Year 4	12/31/2016	2016	$27,638,000,000	$3,789,000,000	$5,503,000,000	$5,919,000,000	$0	Information Technology	Internet Software & Services	0.86	0.45	$12,427,000,000	$23,849,000,000
620	FBHS	Year 1	12/31/2012	2012	$3,134,800,000	$2,093,200,000	$873,100,000	$0	$7,400,000	Industrials	Building Products	0.33	0.05	$161,100,000	$1,041,600,000
621	FBHS	Year 2	12/31/2013	2013	$3,703,600,000	$2,408,500,000	$938,700,000	$0	$9,400,000	Industrials	Building Products	0.35	0.09	$347,000,000	$1,295,100,000
622	FBHS	Year 3	12/31/2014	2014	$4,013,600,000	$2,646,700,000	$943,300,000	$0	$13,100,000	Industrials	Building Products	0.34	0.10	$410,500,000	$1,366,900,000
623	FBHS	Year 4	12/31/2015	2015	$4,579,400,000	$2,997,500,000	$1,047,600,000	$0	$21,600,000	Industrials	Building Products	0.35	0.11	$512,700,000	$1,581,900,000
624	FCX	Year 1	12/31/2012	2012	$18,010,000,000	$11,561,000,000	$431,000,000	$285,000,000	$0	Materials	Copper	0.36	0.32	$5,733,000,000	$6,449,000,000
625	FCX	Year 2	12/31/2013	2013	$20,921,000,000	$14,637,000,000	$657,000,000	$210,000,000	$0	Materials	Copper	0.30	0.26	$5,417,000,000	$6,284,000,000
626	FCX	Year 3	12/31/2014	2014	$21,438,000,000	$19,504,000,000	$592,000,000	$126,000,000	$0	Materials	Copper	0.09	0.06	$1,216,000,000	$1,934,000,000
627	FCX	Year 4	12/31/2015	2015	$15,877,000,000	$28,524,000,000	$569,000,000	$127,000,000	$0	Materials	Copper	-0.80	-0.84	-$13,343,000,000	-$12,647,000,000
628	FDX	Year 1	5/31/2013	2013	$44,287,000,000	$16,448,000,000	$20,359,000,000	$0	$2,386,000,000	Industrials	Air Freight & Logistics	0.63	0.12	$5,094,000,000	$27,839,000,000
629	FDX	Year 2	5/31/2014	2014	$45,567,000,000	$17,052,000,000	$22,113,000,000	$0	$2,587,000,000	Industrials	Air Freight & Logistics	0.63	0.08	$3,815,000,000	$28,515,000,000
630	FDX	Year 3	5/31/2015	2015	$47,453,000,000	$16,984,000,000	$25,715,000,000	$0	$2,611,000,000	Industrials	Air Freight & Logistics	0.64	0.05	$2,143,000,000	$30,469,000,000
631	FDX	Year 4	5/31/2016	2016	$50,365,000,000	$17,327,000,000	$27,330,000,000	$0	$2,631,000,000	Industrials	Air Freight & Logistics	0.66	0.06	$3,077,000,000	$33,038,000,000
632	FE	Year 1	12/31/2012	2012	$15,255,000,000	$6,717,000,000	$5,353,000,000	$0	$1,051,000,000	Utilities	Electric Utilities	0.56	0.14	$2,134,000,000	$8,538,000,000
633	FE	Year 2	12/31/2013	2013	$14,892,000,000	$6,459,000,000	$4,315,000,000	$0	$1,741,000,000	Utilities	Electric Utilities	0.57	0.16	$2,377,000,000	$8,433,000,000
634	FE	Year 3	12/31/2014	2014	$15,049,000,000	$6,996,000,000	$5,759,000,000	$0	$1,232,000,000	Utilities	Electric Utilities	0.54	0.07	$1,062,000,000	$8,053,000,000
635	FE	Year 4	12/31/2015	2015	$15,026,000,000	$6,173,000,000	$4,969,000,000	$0	$1,550,000,000	Utilities	Electric Utilities	0.59	0.16	$2,334,000,000	$8,853,000,000
636	FFIV	Year 1	9/30/2013	2013	$1,481,314,000	$253,047,000	$587,835,000	$209,614,000	$0	Information Technology	Networking Equipment	0.83	0.29	$430,818,000	$1,228,267,000
637	FFIV	Year 2	9/30/2014	2014	$1,732,046,000	$309,959,000	$664,738,000	$263,792,000	$0	Information Technology	Networking Equipment	0.82	0.28	$493,557,000	$1,422,087,000
638	FFIV	Year 3	9/30/2015	2015	$1,919,823,000	$332,261,000	$738,080,000	$296,583,000	$0	Information Technology	Networking Equipment	0.83	0.29	$552,899,000	$1,587,562,000
639	FFIV	Year 4	9/30/2016	2016	$1,995,034,000	$337,205,000	$767,174,000	$334,227,000	$0	Information Technology	Networking Equipment	0.83	0.28	$556,428,000	$1,657,829,000
640	FIS	Year 1	12/31/2012	2012	$5,795,800,000	$3,956,200,000	$763,300,000	$0	$0	Information Technology	Internet Software & Services	0.32	0.19	$1,076,300,000	$1,839,600,000
641	FIS	Year 2	12/31/2013	2013	$6,063,400,000	$4,092,700,000	$907,800,000	$0	$0	Information Technology	Internet Software & Services	0.33	0.18	$1,062,900,000	$1,970,700,000
642	FIS	Year 3	12/31/2014	2014	$6,413,800,000	$4,328,300,000	$814,900,000	$0	$0	Information Technology	Internet Software & Services	0.33	0.20	$1,270,600,000	$2,085,500,000
643	FIS	Year 4	12/31/2015	2015	$6,595,200,000	$4,393,200,000	$1,102,800,000	$0	$0	Information Technology	Internet Software & Services	0.33	0.17	$1,099,200,000	$2,202,000,000
644	FISV	Year 1	12/31/2012	2012	$4,436,000,000	$2,564,000,000	$824,000,000	$0	$0	Information Technology	Internet Software & Services	0.42	0.24	$1,048,000,000	$1,872,000,000
645	FISV	Year 2	12/31/2013	2013	$4,814,000,000	$2,776,000,000	$977,000,000	$0	$0	Information Technology	Internet Software & Services	0.42	0.22	$1,061,000,000	$2,038,000,000
646	FISV	Year 3	12/31/2014	2014	$5,066,000,000	$2,881,000,000	$975,000,000	$0	$0	Information Technology	Internet Software & Services	0.43	0.24	$1,210,000,000	$2,185,000,000
647	FISV	Year 4	12/31/2015	2015	$5,254,000,000	$2,909,000,000	$1,034,000,000	$0	$0	Information Technology	Internet Software & Services	0.45	0.25	$1,311,000,000	$2,345,000,000
648	FL	Year 1	2/2/2013	2013	$6,182,000,000	$4,148,000,000	$1,294,000,000	$0	$118,000,000	Consumer Discretionary	Apparel Retail	0.33	0.10	$622,000,000	$2,034,000,000
649	FL	Year 2	2/1/2014	2014	$6,505,000,000	$4,372,000,000	$1,334,000,000	$0	$133,000,000	Consumer Discretionary	Apparel Retail	0.33	0.10	$666,000,000	$2,133,000,000
650	FL	Year 3	1/31/2015	2015	$7,151,000,000	$4,777,000,000	$1,426,000,000	$0	$139,000,000	Consumer Discretionary	Apparel Retail	0.33	0.11	$809,000,000	$2,374,000,000
651	FL	Year 4	1/30/2016	2016	$7,412,000,000	$4,907,000,000	$1,415,000,000	$0	$148,000,000	Consumer Discretionary	Apparel Retail	0.34	0.13	$942,000,000	$2,505,000,000
652	FLIR	Year 1	12/31/2012	2012	$1,405,358,000	$670,174,000	$292,500,000	$137,354,000	$0	Information Technology	Electronic Equipment & Instruments	0.52	0.22	$305,330,000	$735,184,000
653	FLIR	Year 2	12/31/2013	2013	$1,496,372,000	$759,362,000	$322,739,000	$147,696,000	$0	Information Technology	Electronic Equipment & Instruments	0.49	0.18	$266,575,000	$737,010,000
654	FLIR	Year 3	12/31/2014	2014	$1,530,654,000	$780,281,000	$331,995,000	$142,751,000	$0	Information Technology	Electronic Equipment & Instruments	0.49	0.18	$275,627,000	$750,373,000
655	FLIR	Year 4	12/31/2015	2015	$1,557,067,000	$803,506,000	$313,544,000	$132,892,000	$0	Information Technology	Electronic Equipment & Instruments	0.48	0.20	$307,125,000	$753,561,000
656	FLR	Year 1	12/31/2013	2013	$27,351,573,000	$25,986,382,000	$175,148,000	$0	$0	Industrials	Diversified Commercial Services	0.05	0.04	$1,190,043,000	$1,365,191,000
657	FLR	Year 2	12/31/2014	2014	$21,531,577,000	$20,132,544,000	$182,711,000	$0	$0	Industrials	Diversified Commercial Services	0.06	0.06	$1,216,322,000	$1,399,033,000
658	FLR	Year 3	12/31/2015	2015	$18,114,048,000	$17,019,352,000	$408,225,000	$0	$0	Industrials	Diversified Commercial Services	0.06	0.04	$686,471,000	$1,094,696,000
659	FLR	Year 4	12/31/2016	2016	$19,036,525,000	$18,246,209,000	$191,073,000	$0	$0	Industrials	Diversified Commercial Services	0.04	0.03	$599,243,000	$790,316,000
660	FLS	Year 1	12/31/2013	2013	$4,954,619,000	$3,266,524,000	$966,829,000	$0	$0	Industrials	Industrial Machinery	0.34	0.15	$721,266,000	$1,688,095,000
661	FLS	Year 2	12/31/2014	2014	$4,877,885,000	$3,163,268,000	$936,900,000	$0	$0	Industrials	Industrial Machinery	0.35	0.16	$777,717,000	$1,714,617,000
662	FLS	Year 3	12/31/2015	2015	$4,561,030,000	$3,073,712,000	$971,611,000	$0	$0	Industrials	Industrial Machinery	0.33	0.11	$515,707,000	$1,487,318,000
663	FLS	Year 4	12/31/2016	2016	$3,991,462,000	$2,759,908,000	$965,322,000	$0	$0	Industrials	Industrial Machinery	0.31	0.07	$266,232,000	$1,231,554,000
664	FMC	Year 1	12/31/2012	2012	$3,409,900,000	$2,141,600,000	$489,700,000	$112,000,000	$0	Materials	Diversified Chemicals	0.37	0.20	$666,600,000	$1,268,300,000
665	FMC	Year 2	12/31/2013	2013	$3,130,700,000	$1,929,800,000	$496,100,000	$115,600,000	$0	Materials	Diversified Chemicals	0.38	0.19	$589,200,000	$1,200,900,000
666	FMC	Year 3	12/31/2014	2014	$3,258,700,000	$2,047,800,000	$589,800,000	$126,300,000	$0	Materials	Diversified Chemicals	0.37	0.15	$494,800,000	$1,210,900,000
667	FMC	Year 4	12/31/2015	2015	$3,276,500,000	$2,201,100,000	$737,900,000	$143,700,000	$0	Materials	Diversified Chemicals	0.33	0.06	$193,800,000	$1,075,400,000
668	FRT	Year 1	12/31/2013	2013	$637,413,000	$190,454,000	$31,970,000	$0	$160,828,000	Real Estate	Retail REITs	0.70	0.40	$254,161,000	$446,959,000
669	FRT	Year 2	12/31/2014	2014	$686,090,000	$211,923,000	$32,316,000	$0	$170,814,000	Real Estate	Retail REITs	0.69	0.40	$271,037,000	$474,167,000
670	FRT	Year 3	12/31/2015	2015	$744,012,000	$233,417,000	$35,645,000	$0	$174,796,000	Real Estate	Retail REITs	0.69	0.40	$300,154,000	$510,595,000
671	FRT	Year 4	12/31/2016	2016	$801,591,000	$253,612,000	$33,399,000	$0	$193,585,000	Real Estate	Retail REITs	0.68	0.40	$320,995,000	$547,979,000
672	FSLR	Year 1	12/31/2012	2012	$3,368,545,000	$2,515,796,000	$280,928,000	$132,460,000	$0	Information Technology	Semiconductors	0.25	0.13	$439,361,000	$852,749,000
673	FSLR	Year 2	12/31/2013	2013	$3,309,616,000	$2,444,984,000	$270,261,000	$134,300,000	$0	Information Technology	Semiconductors	0.26	0.14	$460,071,000	$864,632,000
674	FSLR	Year 3	12/31/2014	2014	$3,391,187,000	$2,566,246,000	$253,827,000	$143,969,000	$0	Information Technology	Semiconductors	0.24	0.13	$427,145,000	$824,941,000
675	FSLR	Year 4	12/31/2015	2015	$3,578,995,000	$2,659,728,000	$255,192,000	$130,593,000	$0	Information Technology	Semiconductors	0.26	0.15	$533,482,000	$919,267,000
676	FTR	Year 1	12/31/2012	2012	$5,011,853,000	$0	$2,676,141,000	$0	$1,266,807,000	Telecommunications Services	Integrated Telecommunications Services	1.00	0.21	$1,068,905,000	$5,011,853,000
677	FTR	Year 2	12/31/2013	2013	$4,762,000,000	$0	$2,616,000,000	$0	$1,170,000,000	Telecommunications Services	Integrated Telecommunications Services	1.00	0.20	$976,000,000	$4,762,000,000
678	FTR	Year 3	12/31/2014	2014	$4,772,000,000	$0	$2,671,000,000	$0	$1,139,000,000	Telecommunications Services	Integrated Telecommunications Services	1.00	0.20	$962,000,000	$4,772,000,000
679	FTR	Year 4	12/31/2015	2015	$5,576,000,000	$0	$3,275,000,000	$0	$1,320,000,000	Telecommunications Services	Integrated Telecommunications Services	1.00	0.18	$981,000,000	$5,576,000,000
680	GD	Year 1	12/31/2013	2013	$30,930,000,000	$25,202,000,000	$2,039,000,000	$0	$0	Industrials	Aerospace & Defense	0.19	0.12	$3,689,000,000	$5,728,000,000
681	GD	Year 2	12/31/2014	2014	$30,852,000,000	$24,979,000,000	$1,984,000,000	$0	$0	Industrials	Aerospace & Defense	0.19	0.13	$3,889,000,000	$5,873,000,000
682	GD	Year 3	12/31/2015	2015	$31,469,000,000	$25,339,000,000	$1,952,000,000	$0	$0	Industrials	Aerospace & Defense	0.19	0.13	$4,178,000,000	$6,130,000,000
683	GD	Year 4	12/31/2016	2016	$31,353,000,000	$25,104,000,000	$1,940,000,000	$0	$0	Industrials	Aerospace & Defense	0.20	0.14	$4,309,000,000	$6,249,000,000
684	GGP	Year 1	12/31/2012	2012	$2,426,301,000	$800,336,000	$72,163,000	$0	$768,820,000	Real Estate	Retail REITs	0.67	0.32	$784,982,000	$1,625,965,000
685	GGP	Year 2	12/31/2013	2013	$2,486,017,000	$815,095,000	$76,864,000	$0	$749,722,000	Real Estate	Retail REITs	0.67	0.34	$844,336,000	$1,670,922,000
686	GGP	Year 3	12/31/2014	2014	$2,535,559,000	$783,602,000	$88,705,000	$0	$708,406,000	Real Estate	Retail REITs	0.69	0.38	$954,846,000	$1,751,957,000
687	GGP	Year 4	12/31/2015	2015	$2,403,906,000	$747,276,000	$72,363,000	$0	$643,689,000	Real Estate	Retail REITs	0.69	0.39	$940,578,000	$1,656,630,000
688	GILD	Year 1	12/31/2012	2012	$9,702,000,000	$2,471,000,000	$1,461,000,000	$1,760,000,000	$0	Health Care	Biotechnology	0.75	0.41	$4,010,000,000	$7,231,000,000
689	GILD	Year 2	12/31/2013	2013	$11,202,000,000	$2,859,000,000	$1,699,000,000	$2,120,000,000	$0	Health Care	Biotechnology	0.74	0.40	$4,524,000,000	$8,343,000,000
690	GILD	Year 3	12/31/2014	2014	$24,890,000,000	$3,788,000,000	$2,983,000,000	$2,854,000,000	$0	Health Care	Biotechnology	0.85	0.61	$15,265,000,000	$21,102,000,000
691	GILD	Year 4	12/31/2015	2015	$32,639,000,000	$4,006,000,000	$3,426,000,000	$3,014,000,000	$0	Health Care	Biotechnology	0.88	0.68	$22,193,000,000	$28,633,000,000
692	GIS	Year 1	5/26/2013	2013	$17,774,100,000	$11,350,200,000	$3,552,300,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.36	0.16	$2,871,600,000	$6,423,900,000
693	GIS	Year 2	5/25/2014	2014	$17,909,600,000	$11,539,800,000	$3,474,300,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.36	0.16	$2,895,500,000	$6,369,800,000
694	GIS	Year 3	5/31/2015	2015	$17,630,300,000	$11,681,100,000	$3,328,000,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.34	0.15	$2,621,200,000	$5,949,200,000
695	GIS	Year 4	5/29/2016	2016	$16,563,100,000	$10,733,600,000	$3,118,900,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.35	0.16	$2,710,600,000	$5,829,500,000
696	GLW	Year 1	12/31/2013	2013	$7,819,000,000	$4,495,000,000	$1,126,000,000	$710,000,000	$31,000,000	Information Technology	Electronic Components	0.43	0.19	$1,457,000,000	$3,324,000,000
697	GLW	Year 2	12/31/2014	2014	$9,715,000,000	$5,663,000,000	$1,202,000,000	$815,000,000	$33,000,000	Information Technology	Electronic Components	0.42	0.21	$2,002,000,000	$4,052,000,000
698	GLW	Year 3	12/31/2015	2015	$9,111,000,000	$5,458,000,000	$1,508,000,000	$769,000,000	$54,000,000	Information Technology	Electronic Components	0.40	0.15	$1,322,000,000	$3,653,000,000
699	GLW	Year 4	12/31/2016	2016	$9,390,000,000	$5,644,000,000	$1,472,000,000	$742,000,000	$64,000,000	Information Technology	Electronic Components	0.40	0.16	$1,468,000,000	$3,746,000,000
700	GM	Year 1	12/31/2013	2013	$155,427,000,000	$137,373,000,000	$12,382,000,000	$0	$0	Consumer Discretionary	Automobile Manufacturers	0.12	0.04	$5,672,000,000	$18,054,000,000
701	GM	Year 2	12/31/2014	2014	$155,929,000,000	$142,121,000,000	$12,158,000,000	$0	$0	Consumer Discretionary	Automobile Manufacturers	0.09	0.01	$1,650,000,000	$13,808,000,000
702	GM	Year 3	12/31/2015	2015	$152,356,000,000	$134,054,000,000	$13,405,000,000	$0	$0	Consumer Discretionary	Automobile Manufacturers	0.12	0.03	$4,897,000,000	$18,302,000,000
703	GM	Year 4	12/31/2016	2016	$166,380,000,000	$145,125,000,000	$11,710,000,000	$0	$0	Consumer Discretionary	Automobile Manufacturers	0.13	0.06	$9,545,000,000	$21,255,000,000
704	GPC	Year 1	12/31/2012	2012	$13,013,868,000	$9,235,777,000	$2,656,530,000	$0	$98,383,000	Consumer Discretionary	Specialty Stores	0.29	0.08	$1,023,178,000	$3,778,091,000
705	GPC	Year 2	12/31/2013	2013	$14,077,843,000	$9,857,923,000	$3,028,028,000	$0	$133,957,000	Consumer Discretionary	Specialty Stores	0.30	0.08	$1,057,935,000	$4,219,920,000
706	GPC	Year 3	12/31/2014	2014	$15,341,647,000	$10,747,886,000	$3,314,030,000	$0	$148,313,000	Consumer Discretionary	Specialty Stores	0.30	0.07	$1,131,418,000	$4,593,761,000
